Aacs
Acsl1
Adipor2
Alad
Ass1
Bola3
Camp
Cat
Cav3
Ccl2
Ccnb1
Cd36
Cdk4
Cldn1
Cps1
Cpt1a
Creb1
Dgat2
E2f1
Edn1
Fabp3
Ffar1
Ffar2
Ffar3
Foxo1
Foxo3
Foxp1
Gipr
Gldc
Hes1
Hmgcs2
Hmox1
Id3
Ildr1
Insig2
Irs1
Jund
Kcnk10
Kcnk2
Kcnk4
Ldlr
Lpl
Nfatc4
Nr1h4
Oaz1
Or51e2
Pdk3
Pdk4
Pdx1
Pid1
Pik3ca
Plcb1
Ppp5c
Scd1
Scd2
Scd3
Scd4
Slc2a2
Smarcd1
Snhg20
Sox9
Srebf1
Tbxas1
Tlr2
Tlr4
Ucp1
Ucp2
Zc3h12a
Zfp683
