Aanat
Acp5
Aldh1a2
Avpr2
Axl
Bad
Bcl2
Bcl2l1
Casp6
Cav1
Ccl2
Ccl5
Ccr2
Cd24a
Cd274
Cd44
Cd74
Cebpa
Cfh
Cish
Cited1
Cnot9
Col3a1
Comt
Coro1a
Crlf1
Crlf2
Csf1r
Csf2ra
Csf2rb
Csf2rb2
Csf3r
Csprs
Ctnnb1
Ctrb1
Cx3cl1
Cx3cr1
Cxcl16
Ddost
Duox1
Duox2
Ebi3
Ecm1
Eda
Eda2r
Edar
Edn2
Ereg
F3
Fbxo21
Fer
Fkbp1a
Flt3
Fos
Fosl1
Fzd4
Gas6
Gh
Ghr
Grem2
Heatr9
Ierepo2
Ifnar1
Ifnb1
Ifngr1
Ifngr2
Ifnk
Ifnlr1
Ifnz
Iigp1
Ikbke
Il10ra
Il10rb
Il11ra1
Il11ra2
Il12rb1
Il12rb2
Il13ra1
Il13ra2
Il16
Il17rb
Il17rd
Il17re
Il18
Il1a
Il1b
Il1f10
Il1r1
Il1r2
Il1rap
Il1rapl2
Il1rl2
Il20ra
Il20rb
Il21r
Il22ra1
Il22ra2
Il23r
Il2rb
Il2rg
Il3
Il31ra
Il36a
Il36b
Il36g
Il36rn
Il5
Il5ra
Il6
Il6ra
Il6st
Il7
Il7r
Inhba
Ins1
Irak1
Irak2
Irak3
Irak4
Irf5
Irs1
Itih4
Jak1
Jak2
Jak3
Jun
Kcnj8
Kit
Klf6
Kras
Lepr
Lifr
Lilra5
Lilra6
Mapkapk2
Mapkapk3
Mcl1
Mmp2
Myd88
Nfkb2
Nfkbiz
Numbl
Nup85
Osmr
P3r3urf
Pafah1b1
Palm3
Parp9
Pdx1
Pf4
Phb1
Pik3r1
Pira12
Pira13
Pira2
Pirb
Pml
Pou5f1
Ppp3cb
Prlr
Ptgs2
Ptpn6
Ptprc
Ptprf
Rara
Rel
Rela
Relb
Ripk2
Scgb1a1
Sele
Sell
Selp
Serpina11
Serpina16
Serpina1a
Serpina1b
Serpina1c
Serpina1d
Serpina1e
Serpina3a
Serpina3b
Serpina3c
Serpina3f
Serpina3g
Serpina3h
Serpina3i
Serpina3j
Serpina3k
Serpina3m
Serpina3n
Serpina7
Sh2b2
Sigirr
Skil
Slc1a1
Slco1b2
Socs1
Socs2
Socs3
Socs4
Socs5
Sp100
Srf
Stat1
Stat3
Stat4
Stat5a
Stat5b
Stat6
Synj1
Timp1
Timp2
Timp3
Timp4
Tmem102
Tnfrsf1a
Tnfsf11
Traf3ip2
Traf6
Trbv13-2
Trim44
Tslp
Tyk2
Xcr1
Zc3h15
