Abcc1
Abl1
Abl2
Acod1
Ap3b1
App
Arid5a
Atg12
Atg5
Avpr2
Axl
Azi2
Banf1
Bcl3
Btk
C1qbp
Carmil2
Ccr2
Ccr7
Cd14
Cd160
Cd1d1
Cd2
Cd226
Cd244a
Cd27
Cd274
Cd276
Cd3e
Cd40lg
Cd47
Cd96
Cebpg
Cgas
Clec12a
Clec7a
Crtam
Cul3
Cyrib
Ddit3
Ddx3x
Ddx41
Ddx56
Dhx33
Dhx58
Enpp1
Eomes
F2rl1
Fadd
Flt3
Foxp3
Fzd5
G3bp1
Gadd45g
Gapdh
Gapdhrt
Gapdhrt2
Garin5a
Gas6
Gata3
Gbp4
Gbp7
Gimap3
Gimap5
Gpatch3
Gpr141
H2-M3
H2-Q9
H60a
Havcr2
Hmgb1
Hras
Hspd1
Ifnar1
Ifnb1
Igtp
Ikbke
Il10
Il12a
Il12b
Il12rb1
Il12rb2
Il18
Il18r1
Il18rap
Il1b
Il1r1
Il1rl1
Il2
Il20rb
Il21
Il23a
Il23r
Il27
Il27ra
Il33
Il36rn
Ilrun
Irak1
Irf1
Irf3
Irf5
Irf7
Irf8
Irf9
Irgm1
Irgm2
Isg15
Isl1
Itk
Jak2
Kat8
Kctd9
Klhl22
Klre1
Klrk1
Kpna2
Laptm5
Lgals9
Lrrc55os
Lta
Map3k7
Mavs
Mir155
Mir21a
Myd88
Nfkbiz
Nlrp6
Nmi
Nod2
Nploc4
Nr1h4
Nras
Pdcd1lg2
Pde4b
Pde4d
Peli3
Pglyrp1
Pglyrp2
Pglyrp3
Pglyrp4
Plcg2
Pola1
Ppme1
Pqbp1
Prnp
Ptpn11
Ptpn22
Pycard
Qki
Rab2b
Raet1b
Rara
Rbx1
Ripk2
Ripk3
Rnf125
Rnf19b
Rnf26
Rnf26rt
Rnf39
Runx1
Runx3
Sash3
Scgb1a1
Scrib
Sh2d1b1
Siglec1
Sirpa
Slamf1
Slamf6
Slc11a1
Slc7a5
Steep1
Sting1
Syk
Tab1
Tank
Tbk1
Tcirg1
Ticam1
Ticam2
Tlr3
Tlr4
Tlr7
Tlr8
Tlr9
Tnf
Tnfrsf13c
Tnfsf4
Tnfsf9
Traf3
Traf3ip1
Traf3ip3
Traf6
Trex1
Trim15
Trim27
Trim56
Txk
Tyk2
Tyrobp
Uap1
Uba5
Ufc1
Ufd1
Ufsp2
Ulbp1
Usp22
Vsir
Vtcn1
Wnt5a
Xaf1
Xcl1
Xiap
Zc3h12a
Zc3hav1
Zcchc3
Zfp683
Zfpm1
Zg16
Zp3
