Aanat
Abca2
Abca3
Abcb1a
Abcc1
Abhd2
Acaa1a
Acod1
Acr
Acsbg1
Adam9
Adh1
Adra1b
Adtrp
Agl
Agtr1a
Agtr1b
Agtr2
Agxt
Alad
Aldh3a1
Alpl
Anxa1
Aqp1
Ar
Areg
Ass1
Atp1a1
Atp1a2
Atp5f1a
Avpr1a
Axin2
Bche
Bcl2
Bmi1
Bmp4
Bmp6
Cad
Calcr
Calm1
Calm2
Calm3
Car2
Card9
Casp3
Casp9
Cav1
Cbr1
Cbr1b
Ccl2
Ccnd1
Cdo1
Cebpa
Cldn1
Cldn4
Col1a1
Comt
Cpe
Cpn1
Cps1
Crh
Csn1s1
Ctsl
Cxcl2
Cyba
Cybb
Dab2
Ddit4
Dsg2
Dusp1
Edn1
Eif4e
Eif4ebp1
Ep300
Ephx1
Epo
Errfi1
Etnppl
Fam107a
Fas
Fbxo32
Fech
Fkrp
Fos
Fosb
Fosl2
Foxo1
Foxo3
Gabrb1
Gba1
Gdnf
Ghrhr
Ghsr
Gkn2
Glb1
Gnrh1
Got1
Gper1
Gpi1
Gpr83
Gsk3a
Gsk3b
Gstp1
Hcn2
Hdac3
Hdac6
Hdac8
Hmgb1
Hmgb2
Hmgcs2
Hnmt
Hnrnpu
Hsd11b2
Hspa8
Htr7
Idh1
Ifna
Ifnb1
Igf1
Igfbp2
Il10
Il17a
Il1rn
Il6
Inhba
Isl1
Jak2
Jun
Junb
Jund
Klf9
Kras
Lcat
Lox
Maob
Map2k1
Mbp
Mdk
Mdm2
Med1
Mettl21c
Mgarp
Mir155
Mir21a
Mstn
Myod1
Ncoa1
Ncoa2
Nefl
Nkx2-2
Nkx3-1
Npas4
Npc1
Nr1h3
Nr3c1
Nr3c2
Ntrk3
Oxt
Oxtr
Pappa
Paqr7
Paqr8
Pck1
Pck2
Pcna
Pdcd7
Pdx1
Pf4
Pik3ca
Pik3r1
Por
Ppp1r9b
Prkn
Ptgds
Ptger2
Ptpru
Ran
Rbbp7
Rela
Rest
Rpl27
Rpl32
Rps6kb1
Rxra
S100b
Scgb1a1
Scnn1a
Scnn1b
Scnn1g
Serpinf1
Sgk1
Slc12a3
Slco1b2
Slit3
Smyd3
Sox10
Sox30
Spp1
Src
Srd5a2
Srebf1
Sst
Sstr2
Sstr4
Sstr5
Star
Stc1
Stk39
Sult1a1
Sva
Tacr1
Tat
Tbl1x
Tbx2
Tfpi
Tgfb1
Tgfb2
Tgfb3
Tnf
Trerf1
Trh
Trim63
Tspo
Txnip
Ube2l3
Ube3a
Ucn
Ucn3
Ucp2
Ucp3
Ugt1a6a
Ugt1a6b
Uri1
Usp8
Vps54
Wbp2
Yap1
Zfp36
Zfp36l1
Zfp36l2
Zfp747
Zfp747l1
Zfp764
mt-Nd3
