Abcc9
Adamts13
Atp12a
Atp1a1
Atp1a2
Atp1a3
Atp1a4
Atp1b1
Atp1b2
Atp1b3
Atp4a
Atp4b
Crhbp
Dlg2
Dlg4
Fxyd2
Gnrh1
Hcn2
Hcn4
Hnrnpa1
Hsf1
Kcnc1
Kcnd3
Kcne2
Kcnh2
Kcnj1
Kcnj10
Kcnj11
Kcnj12
Kcnj13
Kcnj14
Kcnj15
Kcnj16
Kcnj2
Kcnj3
Kcnj4
Kcnj5
Kcnj6
Kcnj8
Kcnj9
Kcnk5
Kcnk9
Kcnq1
Kmt2a
Mecp2
Mylk
Nek7
Nptx1
Slc12a1
Slc12a2
Slc12a3
Slc12a4
Slc12a5
Slc12a6
Slc12a7
Slc12a8
Slc26a5
Sod1
Stk39
